ResponseId,id,cpq,mdpq,wnpq,all_proficiency,hardware,software,imm_sum,delay_sum,constraints,mastery,useful,map,volunteer,charity,plan,dental,pay_prescription,pay_hospital,visual,limitations,checking,retirement,vehicle,inheritance_1,debts,age,sage,education,gender,hispanic,race,couple,shealth,hearing,vision,alcohol,effort,adopt_age,duration
r_2r2r43ds1j6yb93,612e1df9913c996adb2a42a6,50.0,56.0,29.0,135.0,3.0,20.0,6,5,22.0,22.0,11.0,1.0,0.0,0.0,0.0,0.0,,,3.0,0.0,0.0,0.0,0.0,20.0,0.0,63.0,50.0,12.0,0.0,0.0,2.0,0.0,3.0,3.0,3.0,1.0,1.0,39.0,2148
r_1ojwozoaugcnmjt,5dc9f3a0e2633171257d503e,48.0,61.0,29.0,138.0,2.0,18.0,8,6,15.0,26.0,15.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,1.0,0.0,1.0,80.0,1.0,68.0,50.0,14.0,0.0,0.0,2.0,1.0,4.0,4.0,4.0,0.0,0.0,50.0,2012
r_1rdgw8nhwdorgzp,56e95c069eb018000a3c2110,49.0,63.0,32.0,144.0,3.0,31.0,10,10,21.0,24.0,14.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,92.0,1.0,60.0,40.0,22.0,0.0,0.0,1.0,0.0,4.0,5.0,5.0,1.0,1.0,30.0,905
r_3inye2fj4i44ymo,5ed9c285b8c16356b385a97f,49.0,68.0,40.0,157.0,4.0,24.0,6,6,19.0,23.0,12.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,10.0,1.0,68.0,50.0,13.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,0.0,1.0,45.0,1160
r_3gnwcot4tpkbhck,5f7639bad6756f0bd6fc91e7,50.0,57.0,10.0,117.0,5.0,26.0,5,5,39.0,19.0,13.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,30.0,1.0,65.0,40.0,14.0,1.0,0.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,35.0,1399
r_3olfofcm3ayozyl,5f77c6a1a110ce346dc016ec,45.0,63.0,39.0,147.0,4.0,29.0,5,2,28.0,19.0,14.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,76.0,1.0,64.0,64.0,18.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,0.0,1.0,38.0,604
r_1pxcdvvqygafruk,5cbe7fdb82218d00172aa4f3,48.0,56.0,22.0,126.0,2.0,18.0,3,3,34.0,14.0,15.0,1.0,0.0,1.0,0.0,0.0,,,3.0,6.0,0.0,0.0,1.0,51.0,1.0,62.0,45.0,12.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,38.0,2071
r_2dzz2uwwghzs0t0,614e64473e9073bb219b270d,50.0,67.0,37.0,154.0,5.0,31.0,10,10,19.0,20.0,14.0,1.0,1.0,1.0,1.0,0.0,,,4.0,6.0,1.0,1.0,1.0,100.0,1.0,72.0,72.0,20.0,1.0,0.0,5.0,0.0,2.0,2.0,2.0,1.0,1.0,38.0,1902
r_3ic6iurj4gs6knd,611961e2f581199d279b4a30,43.0,58.0,28.0,129.0,5.0,20.0,6,3,21.0,27.0,15.0,1.0,0.0,0.0,0.0,0.0,,,3.0,0.0,1.0,0.0,1.0,40.0,0.0,70.0,60.0,15.0,1.0,0.0,2.0,0.0,3.0,5.0,4.0,1.0,0.0,30.0,2273
r_1eqt2fjufirkgrj,609a5974625e18ab158c9a3e,49.0,68.0,37.0,154.0,4.0,31.0,5,3,12.0,23.0,15.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,100.0,0.0,60.0,40.0,16.0,1.0,0.0,1.0,1.0,5.0,5.0,4.0,0.0,1.0,32.0,2368
r_3jxsgn8tzsi7nem,611bed11fa6a3b35c9226c29,50.0,50.0,25.0,125.0,3.0,27.0,7,4,31.0,20.0,13.0,1.0,0.0,0.0,1.0,0.0,,,3.0,3.0,1.0,0.0,0.0,4.0,1.0,66.0,38.0,14.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,0.0,0.0,40.0,923
r_d0c6tuixlibd2hd,6164674aee2f6131757520fe,50.0,67.0,38.0,155.0,6.0,33.0,9,7,29.0,15.0,14.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,80.0,1.0,63.0,40.0,16.0,0.0,0.0,1.0,0.0,4.0,3.0,4.0,1.0,0.0,30.0,979
r_2fpaeqap9niqcko,5c5c8a688089970001788f30,50.0,52.0,28.0,130.0,3.0,29.0,3,2,40.0,18.0,15.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,71.0,60.0,16.0,0.0,0.0,1.0,1.0,3.0,3.0,5.0,0.0,0.0,45.0,1048
r_rtuuiwmeo8tk91l,6151ea99cc49979b38172838,50.0,68.0,38.0,156.0,7.0,32.0,10,10,38.0,18.0,15.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,71.0,1.0,60.0,60.0,19.0,0.0,0.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,36.0,976
r_3hcdw9zcewwozpr,5e795b321feceb5164cd115d,47.0,59.0,26.0,132.0,5.0,27.0,5,4,27.0,21.0,12.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,82.0,1.0,61.0,45.0,15.0,0.0,0.0,1.0,0.0,3.0,5.0,4.0,1.0,1.0,36.0,792
r_1jwmq2f5nvnqzyh,5bd8fabf544d4f000141d94d,48.0,63.0,27.0,138.0,4.0,26.0,6,6,20.0,19.0,12.0,1.0,1.0,1.0,1.0,1.0,,,2.0,3.0,1.0,1.0,1.0,100.0,0.0,68.0,68.0,19.0,1.0,0.0,1.0,0.0,4.0,5.0,5.0,1.0,1.0,40.0,1363
r_8djafgxyvxhooqt,6152305042a5020fd676cae3,50.0,63.0,35.0,148.0,4.0,30.0,9,9,14.0,25.0,14.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,95.0,0.0,62.0,50.0,20.0,1.0,0.0,1.0,1.0,4.0,5.0,4.0,1.0,1.0,33.0,870
r_31sf0jsoxg3ynnr,5e3f4c676d06fc1b240e6021,45.0,50.0,13.0,108.0,5.0,15.0,3,1,28.0,23.0,12.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,81.0,1.0,62.0,51.0,17.0,1.0,0.0,1.0,1.0,3.0,4.0,4.0,0.0,1.0,30.0,1469
r_1m656gw0aosfug2,611c31c77df20ecc6881cc44,49.0,64.0,18.0,131.0,3.0,27.0,8,6,11.0,24.0,15.0,1.0,1.0,0.0,1.0,0.0,,,4.0,0.0,1.0,0.0,1.0,100.0,0.0,65.0,45.0,12.0,0.0,0.0,1.0,0.0,5.0,5.0,4.0,1.0,1.0,43.0,1168
r_bdugjh02hnoeu2j,5e9c8deb90dd470441c7f98e,50.0,68.0,38.0,156.0,4.0,28.0,7,6,9.0,24.0,15.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,100.0,0.0,65.0,62.0,18.0,0.0,0.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,37.0,972
r_237pxudd0g5hs6w,5f048fdc0aea5b0ae3215fc9,50.0,68.0,40.0,158.0,5.0,29.0,6,6,48.0,18.0,15.0,1.0,1.0,0.0,0.0,0.0,,,2.0,4.0,1.0,0.0,0.0,0.0,1.0,64.0,50.0,12.0,0.0,0.0,1.0,0.0,4.0,4.0,4.0,0.0,1.0,41.0,1448
r_2wo4r3mfbhayvme,5c0150326a0c6e00013c6068,50.0,68.0,38.0,156.0,4.0,22.0,5,3,42.0,24.0,15.0,1.0,0.0,0.0,1.0,0.0,,,3.0,10.0,1.0,0.0,0.0,83.0,0.0,70.0,45.0,16.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,1.0,45.0,1390
r_duds1rnlxsjtb3b,5806ceacf0740c00017892c8,49.0,64.0,27.0,140.0,4.0,25.0,7,9,33.0,20.0,12.0,1.0,0.0,0.0,1.0,0.0,,,3.0,0.0,1.0,0.0,1.0,1.0,1.0,69.0,49.0,19.0,0.0,0.0,1.0,0.0,4.0,4.0,4.0,1.0,1.0,45.0,1244
r_pl5zkcipupxt9fp,5db9a46ff8e3f9000f88cb85,50.0,68.0,40.0,158.0,6.0,25.0,9,8,13.0,23.0,15.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,100.0,1.0,64.0,35.0,14.0,1.0,0.0,1.0,1.0,4.0,5.0,5.0,1.0,1.0,38.0,1271
r_x0myyyj4jmron8j,56db4c217dcddf000bd5853c,50.0,63.0,24.0,137.0,3.0,30.0,8,6,19.0,24.0,15.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,0.0,1.0,9.0,0.0,63.0,50.0,16.0,0.0,0.0,1.0,0.0,2.0,4.0,4.0,0.0,1.0,30.0,710
r_qiiku1upunrncmv,610ab5a4cbc548edb197aaf1,50.0,66.0,36.0,152.0,4.0,21.0,5,4,35.0,17.0,12.0,1.0,0.0,0.0,1.0,0.0,,,3.0,6.0,1.0,0.0,1.0,100.0,1.0,61.0,70.0,15.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,26.0,730
r_2qm0a75xehydwfd,5f0395a63963d05bc235abdb,50.0,68.0,40.0,158.0,6.0,27.0,10,10,19.0,24.0,15.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,100.0,0.0,64.0,30.0,16.0,0.0,0.0,1.0,1.0,3.0,5.0,5.0,1.0,1.0,38.0,888
r_10gjzw7456tbzwr,5d16badb7b0154001a282fdb,49.0,67.0,23.0,139.0,5.0,24.0,6,6,11.0,23.0,15.0,1.0,0.0,0.0,1.0,1.0,,,1.0,0.0,1.0,0.0,1.0,100.0,0.0,67.0,50.0,13.0,0.0,0.0,2.0,0.0,3.0,4.0,4.0,1.0,1.0,40.0,1174
r_ulqxjyp5tprrnl7,5fc27b5a13285c0008cc71ab,49.0,68.0,24.0,141.0,4.0,27.0,8,5,12.0,27.0,15.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,100.0,0.0,62.0,55.0,18.0,0.0,0.0,1.0,1.0,3.0,5.0,5.0,1.0,1.0,38.0,1237
r_27pulfms9ejpiwk,5c6c666a4d4f48000122caf8,50.0,68.0,38.0,156.0,6.0,25.0,7,7,9.0,28.0,12.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,100.0,1.0,65.0,45.0,14.0,0.0,0.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,39.0,835
r_24a8nm8qp8isry2,5ddbd6e518beb6b1e1de0326,37.0,23.0,19.0,79.0,2.0,14.0,4,3,29.0,18.0,10.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,5.0,1.0,0.0,1.0,29.0,1.0,74.0,80.0,18.0,1.0,0.0,1.0,1.0,3.0,4.0,4.0,0.0,1.0,59.0,1648
r_1dtnr4bvoub9mil,5d34de398f657e00150dd0d5,49.0,63.0,30.0,142.0,3.0,22.0,8,6,30.0,18.0,12.0,1.0,0.0,0.0,0.0,0.0,,,2.0,1.0,1.0,0.0,1.0,10.0,1.0,60.0,50.0,16.0,1.0,0.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,36.0,1395
r_2pdw5g5yoh4gbey,5e16c978783225c8108ef055,50.0,14.0,28.0,92.0,2.0,25.0,6,5,12.0,24.0,15.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,20.0,0.0,60.0,50.0,13.0,1.0,0.0,1.0,0.0,2.0,4.0,5.0,0.0,1.0,24.0,878
r_3ncqxfufpxcnomw,614e2047b6eb6384460e04bd,50.0,68.0,39.0,157.0,2.0,32.0,6,6,10.0,26.0,15.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,70.0,1.0,60.0,40.0,24.0,0.0,0.0,1.0,0.0,4.0,3.0,5.0,1.0,1.0,42.0,1005
r_1r1yz3bhwargpwh,5e02e86e67f170e232425286,48.0,68.0,32.0,148.0,3.0,20.0,6,6,31.0,18.0,15.0,1.0,0.0,0.0,0.0,0.0,,,3.0,9.0,0.0,0.0,1.0,51.0,0.0,62.0,55.0,13.0,0.0,0.0,1.0,0.0,4.0,3.0,3.0,0.0,1.0,35.0,1666
r_3mn8tmiy3pdcyjn,5c19fd69e567460001839e98,50.0,66.0,26.0,142.0,5.0,25.0,6,6,44.0,13.0,12.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,8.0,1.0,0.0,1.0,10.0,1.0,65.0,55.0,16.0,0.0,0.0,2.0,0.0,2.0,5.0,4.0,0.0,0.0,40.0,1266
r_spr594wmfzqlj0b,5f485110eae1181f66370df8,50.0,68.0,40.0,158.0,2.0,21.0,8,6,28.0,21.0,14.0,1.0,0.0,0.0,0.0,1.0,,,2.0,5.0,1.0,0.0,0.0,0.0,1.0,60.0,60.0,13.0,1.0,0.0,1.0,0.0,2.0,4.0,3.0,0.0,1.0,32.0,1697
r_bpnsthfzmqhkuhl,61523f5edff0567aa388e752,50.0,68.0,40.0,158.0,4.0,32.0,8,6,24.0,26.0,14.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,100.0,1.0,60.0,35.0,12.0,1.0,0.0,1.0,0.0,4.0,4.0,5.0,0.0,1.0,26.0,2082
r_dbv8kpyqwwmvczv,5fa6ce1ded47dd36825f00d7,48.0,61.0,27.0,136.0,3.0,26.0,7,8,45.0,7.0,11.0,1.0,0.0,0.0,0.0,1.0,,,3.0,7.0,1.0,0.0,0.0,0.0,1.0,60.0,45.0,15.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,40.0,2850
r_3f5rxetxhnhlscn,60d239e0b03a18ed7a0e337d,50.0,65.0,38.0,153.0,2.0,26.0,8,8,30.0,20.0,15.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41.0,1.0,62.0,50.0,20.0,1.0,0.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,26.0,807
r_2t8rtcgsrqcgock,5615777c7ffc8a000a811c61,46.0,62.0,37.0,145.0,5.0,31.0,8,8,18.0,27.0,15.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,100.0,1.0,60.0,50.0,22.0,1.0,0.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,35.0,846
r_24nkfrr5sysymt3,5ff8caefd2ca6f16566dd9d6,48.0,65.0,30.0,143.0,4.0,26.0,8,6,16.0,24.0,11.0,1.0,0.0,0.0,0.0,0.0,,,4.0,2.0,1.0,1.0,1.0,80.0,1.0,64.0,45.0,14.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,0.0,1.0,36.0,1225
r_2zzbbntvmjqhp9r,5d1a13a0ae692800192fa1c2,50.0,66.0,35.0,151.0,5.0,22.0,8,7,15.0,25.0,15.0,1.0,0.0,1.0,1.0,1.0,,,3.0,2.0,1.0,1.0,1.0,92.0,1.0,64.0,35.0,17.0,0.0,0.0,1.0,1.0,4.0,5.0,3.0,1.0,1.0,32.0,718
r_2caymagrrhkllpd,5994ce3dc825cf0001d7dd2d,45.0,54.0,13.0,112.0,3.0,22.0,4,4,24.0,24.0,15.0,1.0,0.0,0.0,1.0,1.0,,,3.0,8.0,0.0,0.0,1.0,100.0,1.0,72.0,72.0,13.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,0.0,1.0,50.0,1414
r_3gsdevqrhaxhhnc,61099a5c04f32c99f34ce2a8,50.0,63.0,36.0,149.0,5.0,28.0,5,5,35.0,19.0,15.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,0.0,1.0,29.0,1.0,65.0,58.0,16.0,0.0,0.0,1.0,0.0,3.0,4.0,4.0,1.0,0.0,45.0,848
r_3paurquay2lx9dr,613ceb88f3eb00ae5efdd022,41.0,51.0,13.0,105.0,5.0,18.0,6,5,26.0,24.0,12.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,10.0,1.0,0.0,1.0,0.0,1.0,63.0,70.0,13.0,0.0,0.0,1.0,0.0,2.0,5.0,3.0,0.0,0.0,35.0,1354
r_2wrhonwkoaxgvrr,574cca765e5491000f3c89e0,49.0,61.0,33.0,143.0,3.0,23.0,5,5,34.0,19.0,13.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,100.0,1.0,60.0,60.0,15.0,1.0,0.0,1.0,1.0,3.0,5.0,4.0,1.0,1.0,38.0,1921
r_27qhlzlg4n5oxiz,608c451be10e84b9fc005f3e,50.0,68.0,40.0,158.0,6.0,29.0,5,3,11.0,26.0,12.0,1.0,1.0,1.0,1.0,1.0,,,2.0,0.0,1.0,1.0,1.0,100.0,1.0,70.0,60.0,17.0,0.0,0.0,2.0,0.0,4.0,5.0,4.0,0.0,1.0,27.0,1327
r_3ir4pmzwi3p7d2b,55d7e6f669dbc30012b6826e,45.0,54.0,27.0,126.0,4.0,21.0,6,5,31.0,20.0,11.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,100.0,0.0,65.0,44.0,14.0,0.0,0.0,1.0,0.0,4.0,4.0,4.0,1.0,1.0,44.0,998
r_1qnou3jbcngpvfg,60dfa0f80964725cfdab1685,50.0,67.0,40.0,157.0,3.0,28.0,4,2,36.0,20.0,15.0,1.0,0.0,0.0,1.0,1.0,,,4.0,0.0,1.0,0.0,1.0,0.0,1.0,60.0,40.0,14.0,1.0,0.0,1.0,0.0,5.0,2.0,2.0,0.0,1.0,20.0,962
r_3o6nyfc2crx0pho,61523a9abe7a56d2e2ef6b5f,50.0,68.0,40.0,158.0,6.0,28.0,10,10,9.0,26.0,15.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,100.0,1.0,64.0,45.0,13.0,1.0,0.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,38.0,1055
r_czlxifnrcepqjrh,5ffd055afa9eac21f6e8bc6f,50.0,68.0,30.0,148.0,5.0,32.0,7,5,44.0,10.0,15.0,1.0,1.0,1.0,0.0,1.0,,,2.0,9.0,1.0,0.0,1.0,30.0,1.0,62.0,58.0,14.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,1.0,0.0,48.0,826
r_ee5zyzfu1fhhrfz,5f4d2b4f0bee2410475399c7,50.0,68.0,28.0,146.0,6.0,29.0,6,6,19.0,22.0,15.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,100.0,0.0,67.0,60.0,18.0,0.0,0.0,1.0,1.0,4.0,4.0,3.0,0.0,1.0,36.0,1148
r_2etqsrezviz4b7f,5f72bc2e12db6e205a9b7bfe,50.0,65.0,36.0,151.0,7.0,28.0,7,6,20.0,28.0,13.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,10.0,1.0,61.0,50.0,16.0,1.0,0.0,999.0,1.0,3.0,4.0,4.0,1.0,1.0,31.0,700
r_3ikan2zefgwyltp,5efddf1c7f11d20744fc1eb2,50.0,66.0,36.0,152.0,5.0,26.0,5,4,22.0,22.0,13.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,89.0,1.0,60.0,45.0,15.0,1.0,0.0,1.0,0.0,4.0,4.0,4.0,1.0,1.0,30.0,763
r_3cjxjcyfsvurxub,5fbb062e91513797e214827d,49.0,68.0,21.0,138.0,4.0,30.0,7,6,15.0,24.0,13.0,1.0,0.0,0.0,1.0,0.0,,,2.0,0.0,1.0,1.0,1.0,100.0,0.0,65.0,42.0,16.0,0.0,0.0,1.0,1.0,5.0,4.0,4.0,1.0,1.0,40.0,801
r_ckmk9gnnxfsnoix,5cda0f40fbe78a00192192a3,50.0,61.0,37.0,148.0,3.0,24.0,4,4,15.0,17.0,15.0,1.0,1.0,1.0,1.0,1.0,,,2.0,0.0,1.0,1.0,1.0,100.0,1.0,79.0,70.0,18.0,1.0,0.0,1.0,1.0,5.0,2.0,4.0,0.0,1.0,55.0,936
r_1hqk9jlnosneq77,5c8eb16ed169ac0001c27629,42.0,42.0,20.0,104.0,4.0,21.0,6,6,19.0,23.0,14.0,1.0,1.0,0.0,1.0,0.0,,,1.0,2.0,1.0,1.0,1.0,100.0,0.0,68.0,68.0,13.0,0.0,0.0,1.0,0.0,4.0,4.0,5.0,1.0,1.0,47.0,1174
r_3fvofmuorudo4u3,5a5a507d76d1c60001ab2ac7,50.0,66.0,38.0,154.0,5.0,28.0,4,4,39.0,20.0,9.0,1.0,0.0,0.0,1.0,0.0,,,3.0,0.0,1.0,0.0,1.0,0.0,1.0,61.0,35.0,14.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,1.0,0.0,39.0,1186
r_3hrjsojjlvjvglm,60175f132ab6d09b8e75450f,50.0,64.0,32.0,146.0,5.0,25.0,8,9,28.0,22.0,14.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,98.0,1.0,67.0,50.0,16.0,0.0,0.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,40.0,783
r_123tbisduutnzc0,5e373f33a42bce6daa55ea65,50.0,65.0,28.0,143.0,6.0,24.0,7,7,17.0,24.0,15.0,1.0,0.0,1.0,1.0,1.0,,,3.0,3.0,1.0,0.0,1.0,98.0,1.0,67.0,65.0,18.0,0.0,0.0,1.0,0.0,4.0,4.0,5.0,1.0,1.0,40.0,1390
r_3pphb3q3ftqkxw9,614f297777d0d8f5e2a5b354,50.0,59.0,34.0,143.0,5.0,25.0,8,5,44.0,15.0,13.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,8.0,1.0,0.0,0.0,0.0,1.0,64.0,70.0,13.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,30.0,1414
r_1k0omem1a936cda,5d0e7ce13fe2d0001999c056,49.0,43.0,31.0,123.0,5.0,22.0,6,3,39.0,17.0,15.0,1.0,0.0,0.0,1.0,1.0,,,0.0,4.0,1.0,0.0,1.0,6.0,1.0,65.0,55.0,15.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,40.0,990
r_12mtnedh89uzzu0,5c263f32867f660001ae1e29,48.0,63.0,32.0,143.0,3.0,16.0,2,2,29.0,20.0,15.0,1.0,0.0,0.0,0.0,0.0,,,1.0,6.0,1.0,0.0,1.0,13.0,0.0,61.0,50.0,12.0,1.0,0.0,1.0,0.0,2.0,4.0,4.0,0.0,0.0,45.0,1404
r_2ccm8sua2a83mt1,5cb929bfebd17d0017e7f848,50.0,67.0,38.0,155.0,6.0,23.0,7,6,13.0,26.0,15.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,95.0,1.0,61.0,50.0,16.0,1.0,0.0,1.0,1.0,4.0,3.0,4.0,1.0,1.0,42.0,1114
r_1ikz06lyfyi6dml,5fde4292a4d8245990ada5bc,49.0,60.0,32.0,141.0,6.0,25.0,7,5,17.0,24.0,15.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,81.0,1.0,69.0,60.0,16.0,0.0,0.0,1.0,1.0,4.0,3.0,5.0,1.0,1.0,47.0,1041
r_1iynly2u62r1ydy,5a2170527413810001521c19,48.0,67.0,37.0,152.0,6.0,30.0,7,3,27.0,22.0,15.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,8.0,1.0,0.0,1.0,0.0,0.0,70.0,50.0,15.0,0.0,0.0,1.0,0.0,2.0,5.0,4.0,0.0,1.0,46.0,803
r_24hhvbbcfk8irzr,6152095d0b65b445c020dab6,50.0,68.0,36.0,154.0,6.0,28.0,7,6,24.0,24.0,15.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,100.0,1.0,62.0,30.0,16.0,1.0,0.0,1.0,1.0,5.0,4.0,5.0,1.0,1.0,23.0,1238
r_nutuwi5vhwxvirv,5de7f88b762dc2775b2265b8,50.0,68.0,40.0,158.0,6.0,21.0,8,5,8.0,28.0,15.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,40.0,0.0,67.0,50.0,16.0,1.0,0.0,1.0,1.0,5.0,4.0,4.0,1.0,1.0,36.0,1079
r_3o9b8a3rcpdttvf,5c6ce4094768130001474362,50.0,68.0,36.0,154.0,5.0,26.0,6,6,14.0,20.0,15.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,8.0,1.0,1.0,1.0,40.0,0.0,63.0,63.0,16.0,1.0,0.0,2.0,1.0,2.0,4.0,3.0,1.0,0.0,38.0,1477
r_vwtk9adktacvfvv,60b5141acdfeaaf91d9dc145,50.0,66.0,35.0,151.0,4.0,23.0,9,7,12.0,20.0,13.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,100.0,1.0,63.0,55.0,20.0,1.0,0.0,1.0,1.0,5.0,5.0,4.0,0.0,1.0,32.0,939
r_239wj5xmvprxnt6,6108a18306b63543e21349de,50.0,68.0,32.0,150.0,4.0,21.0,4,2,40.0,22.0,14.0,1.0,0.0,0.0,0.0,0.0,,,2.0,2.0,0.0,0.0,1.0,10.0,1.0,60.0,40.0,12.0,0.0,0.0,1.0,0.0,4.0,4.0,3.0,1.0,1.0,40.0,1216
r_3if74v6fckvmnm7,5a5f8cc7eedc32000142dcc3,50.0,68.0,40.0,158.0,6.0,29.0,7,5,9.0,26.0,15.0,1.0,0.0,1.0,1.0,1.0,,,2.0,0.0,1.0,1.0,1.0,100.0,0.0,66.0,50.0,16.0,1.0,0.0,1.0,1.0,5.0,5.0,4.0,1.0,1.0,40.0,1361
r_3piwsubzmuhp6re,5a3c39f08d005a000182a1c6,49.0,67.0,36.0,152.0,7.0,29.0,6,6,16.0,24.0,15.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,100.0,1.0,61.0,61.0,16.0,0.0,0.0,1.0,0.0,2.0,4.0,4.0,1.0,1.0,30.0,1382
r_yvk0kegzvhqnxjp,56797198c3041a0012b64b5e,50.0,31.0,23.0,104.0,2.0,18.0,4,4,12.0,26.0,15.0,1.0,0.0,0.0,1.0,0.0,,,2.0,4.0,1.0,1.0,1.0,100.0,1.0,68.0,60.0,16.0,0.0,0.0,1.0,0.0,4.0,5.0,5.0,0.0,1.0,40.0,982
r_9xluqninwuvcyq9,5ef035131f1b2a546b44c391,48.0,58.0,22.0,128.0,2.0,20.0,7,6,21.0,13.0,13.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,100.0,0.0,70.0,68.0,22.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,44.0,1361
